writer_id,total_samples,n_classes,train_samples,test_samples,label_histogram
f3684_46,181,60,145,36,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 2, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3685_08,179,55,143,36,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 2, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""46"": 1, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 2, ""58"": 1, ""59"": 1, ""61"": 1}"
f3686_49,182,61,146,36,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3687_48,172,55,138,34,"{""0"": 12, ""1"": 13, ""2"": 11, ""3"": 12, ""4"": 13, ""5"": 13, ""6"": 12, ""7"": 11, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 2, ""14"": 1, ""15"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 2, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""47"": 2, ""48"": 1, ""49"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3688_07,168,52,134,34,"{""0"": 12, ""1"": 12, ""2"": 13, ""3"": 13, ""4"": 12, ""5"": 9, ""6"": 11, ""7"": 13, ""8"": 12, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 2, ""36"": 1, ""37"": 1, ""38"": 2, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 2, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 2, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3689_09,170,54,136,34,"{""0"": 10, ""1"": 12, ""2"": 11, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 12, ""7"": 13, ""8"": 9, ""9"": 12, ""10"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""21"": 2, ""22"": 1, ""23"": 1, ""24"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 2, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 2, ""43"": 1, ""44"": 2, ""45"": 1, ""47"": 3, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""55"": 2, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
f3690_41,168,57,134,34,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 12, ""4"": 12, ""5"": 11, ""6"": 11, ""7"": 11, ""8"": 11, ""9"": 10, ""10"": 1, ""11"": 1, ""12"": 2, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 2, ""58"": 1, ""60"": 1, ""61"": 1}"
f3691_47,159,60,127,32,"{""0"": 12, ""1"": 13, ""2"": 10, ""3"": 11, ""4"": 10, ""5"": 7, ""6"": 13, ""7"": 10, ""8"": 10, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 2, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3692_49,179,56,143,36,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 2, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""52"": 2, ""54"": 1, ""55"": 1, ""57"": 2, ""58"": 1, ""59"": 1, ""61"": 1}"
f3693_03,162,54,130,32,"{""0"": 12, ""1"": 12, ""2"": 9, ""3"": 11, ""4"": 10, ""5"": 11, ""6"": 12, ""7"": 13, ""8"": 11, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 2, ""32"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 2, ""46"": 1, ""48"": 1, ""49"": 1, ""50"": 2, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3694_44,156,50,125,31,"{""0"": 10, ""1"": 12, ""2"": 8, ""3"": 10, ""4"": 11, ""5"": 11, ""6"": 13, ""7"": 12, ""8"": 13, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 2, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 2, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 2, ""58"": 1, ""59"": 1}"
f3695_42,180,57,144,36,"{""0"": 13, ""1"": 12, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""46"": 2, ""47"": 3, ""48"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3696_44,102,55,82,20,"{""0"": 9, ""1"": 20, ""2"": 3, ""3"": 2, ""4"": 4, ""5"": 4, ""6"": 5, ""7"": 3, ""8"": 5, ""9"": 2, ""10"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3697_32,179,60,143,36,"{""0"": 12, ""1"": 13, ""2"": 12, ""3"": 13, ""4"": 13, ""5"": 12, ""6"": 12, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 3, ""49"": 2, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3698_01,165,50,132,33,"{""0"": 12, ""1"": 15, ""2"": 12, ""3"": 12, ""4"": 7, ""5"": 13, ""6"": 13, ""7"": 14, ""8"": 12, ""9"": 10, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""16"": 1, ""18"": 5, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""52"": 1, ""53"": 2, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""60"": 1, ""61"": 1}"
f3699_41,165,59,132,33,"{""0"": 11, ""1"": 12, ""2"": 13, ""3"": 13, ""4"": 11, ""5"": 9, ""6"": 11, ""7"": 13, ""8"": 11, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3700_25,178,59,142,36,"{""0"": 12, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 11, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 2, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 2, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3701_44,174,57,139,35,"{""0"": 12, ""1"": 13, ""2"": 11, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 14, ""8"": 12, ""9"": 11, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 2, ""43"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 2, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3702_47,169,51,135,34,"{""0"": 13, ""1"": 12, ""2"": 9, ""3"": 13, ""4"": 13, ""5"": 12, ""6"": 13, ""7"": 12, ""8"": 13, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 2, ""13"": 1, ""14"": 1, ""17"": 1, ""18"": 2, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""36"": 2, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 2, ""41"": 1, ""43"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 3, ""58"": 1, ""59"": 1}"
f3703_10,157,49,126,31,"{""0"": 11, ""1"": 13, ""2"": 11, ""3"": 11, ""4"": 12, ""5"": 9, ""6"": 13, ""7"": 12, ""8"": 12, ""9"": 9, ""11"": 1, ""12"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""46"": 1, ""47"": 3, ""48"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""54"": 1, ""55"": 1, ""56"": 2, ""57"": 2, ""58"": 1, ""59"": 1, ""61"": 1}"
f3704_45,92,44,74,18,"{""0"": 5, ""1"": 10, ""2"": 7, ""3"": 6, ""4"": 3, ""5"": 4, ""6"": 2, ""7"": 8, ""8"": 4, ""9"": 5, ""12"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""28"": 1, ""31"": 1, ""32"": 1, ""34"": 1, ""35"": 1, ""36"": 2, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""43"": 1, ""44"": 1, ""46"": 2, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 2, ""51"": 1, ""52"": 1, ""55"": 1, ""57"": 2, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3705_48,124,28,99,25,"{""0"": 10, ""1"": 14, ""2"": 9, ""3"": 11, ""4"": 6, ""5"": 9, ""6"": 8, ""7"": 12, ""8"": 12, ""9"": 13, ""12"": 1, ""19"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""36"": 1, ""38"": 1, ""43"": 1, ""44"": 1, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 2}"
f3706_37,182,61,146,36,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3707_32,175,60,140,35,"{""0"": 13, ""1"": 14, ""2"": 12, ""3"": 12, ""4"": 14, ""5"": 13, ""6"": 12, ""7"": 11, ""8"": 13, ""9"": 11, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3708_28,182,61,146,36,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3709_31,177,60,142,35,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 14, ""5"": 12, ""6"": 13, ""7"": 12, ""8"": 11, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 2, ""61"": 1}"
f3710_43,175,58,140,35,"{""0"": 12, ""1"": 14, ""2"": 11, ""3"": 13, ""4"": 12, ""5"": 13, ""6"": 12, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3711_08,156,49,125,31,"{""0"": 11, ""1"": 13, ""2"": 9, ""3"": 12, ""4"": 11, ""5"": 12, ""6"": 10, ""7"": 12, ""8"": 12, ""9"": 13, ""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""26"": 1, ""28"": 1, ""29"": 1, ""31"": 2, ""32"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""57"": 1, ""58"": 1, ""59"": 1}"
f3712_14,182,60,146,36,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f3713_40,172,57,138,34,"{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 13, ""4"": 13, ""5"": 12, ""6"": 11, ""7"": 13, ""8"": 12, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
