client_index,writer_id,total_samples,n_classes,train_samples,test_samples,label_histogram
89,f3624_44,170,57,136,34,"{""0"": 12, ""1"": 14, ""2"": 13, ""3"": 12, ""4"": 13, ""5"": 12, ""6"": 12, ""7"": 12, ""8"": 12, ""9"": 10, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""49"": 1, ""50"": 1, ""53"": 2, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
90,f3645_14,153,50,122,31,"{""0"": 10, ""1"": 12, ""2"": 11, ""3"": 11, ""4"": 11, ""5"": 8, ""6"": 11, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 1, ""33"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
91,f3753_43,177,58,142,35,"{""0"": 12, ""1"": 13, ""2"": 13, ""3"": 12, ""4"": 13, ""5"": 13, ""6"": 11, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 2, ""44"": 2, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
92,f3774_21,171,59,137,34,"{""0"": 13, ""1"": 13, ""2"": 11, ""3"": 12, ""4"": 13, ""5"": 9, ""6"": 12, ""7"": 12, ""8"": 12, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
93,f3811_12,180,61,144,36,"{""0"": 12, ""1"": 14, ""2"": 12, ""3"": 13, ""4"": 12, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 2, ""45"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
94,f3819_19,147,47,118,29,"{""0"": 10, ""1"": 12, ""2"": 11, ""3"": 10, ""4"": 13, ""5"": 7, ""6"": 13, ""7"": 12, ""8"": 9, ""9"": 11, ""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 2, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""34"": 1, ""35"": 1, ""36"": 2, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""56"": 1, ""57"": 1, ""61"": 1}"
95,f3884_40,170,56,136,34,"{""0"": 12, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 11, ""5"": 11, ""6"": 11, ""7"": 13, ""8"": 12, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
96,f3910_30,168,57,134,34,"{""0"": 9, ""1"": 15, ""2"": 12, ""3"": 12, ""4"": 11, ""5"": 12, ""6"": 11, ""7"": 13, ""8"": 11, ""9"": 11, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 2, ""41"": 1, ""43"": 1, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
97,f3961_03,168,55,134,34,"{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 13, ""4"": 12, ""5"": 9, ""6"": 12, ""7"": 13, ""8"": 12, ""9"": 13, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 2, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1}"
98,f4038_15,165,47,132,33,"{""0"": 12, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 12, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""39"": 1, ""40"": 1, ""43"": 1, ""49"": 1, ""51"": 1, ""53"": 1, ""55"": 1, ""56"": 2, ""58"": 1, ""59"": 1}"
99,f4091_23,162,52,130,32,"{""0"": 11, ""1"": 13, ""2"": 11, ""3"": 10, ""4"": 13, ""5"": 11, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 12, ""10"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""40"": 1, ""41"": 1, ""44"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
